nen3610id,code,syntax_aantaldoorstroomopeningen,syntax_afslagpeil,syntax_afvoercoefficient,syntax_breedteopening,syntax_categorie,syntax_code,syntax_created_date,syntax_detailniveaugeometrie,syntax_drempelpeil,syntax_featuretype,syntax_filteruitstroming,syntax_functiegemaal,syntax_globalid,syntax_hyperlink,syntax_indicatiewaterkerend,syntax_kerendehoogte,syntax_last_edited_date,syntax_lvpublicatiedatum,syntax_maximalecapaciteit,syntax_metadataid,syntax_naam,syntax_namespace,syntax_nen3610id,syntax_objectid,syntax_ontwerpbuitenwaterstand,syntax_openingspeil,syntax_openkeerpeil,syntax_opmerking,syntax_richting,syntax_signaleringspeil,syntax_sluitpeil,syntax_statusleggerwatersysteem,syntax_statusleggerwaterveiligheid,syntax_statusobject,syntax_typewaterkerendeconstructie,syntax_waterkeringid,syntax_geometry,syntax_oordeel,general_000_pomp_aantal_pompen,general_001_pomp_capaciteit,validate_000_aantal_pompen_gt_0,validate_001_capaciteit_gt_0,validate_002_geen_overlap,rating,valid,invalid,invalid_critical,invalid_non_critical,ignored,summary,tags_assigned,tags_invalid,date_check
NL.WBHCODE.12.GEMAAL.KGM-Q-20395,KGM-Q-20395,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-WS-24,KGM-WS-24,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20392,KGM-Q-20392,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,ja -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29287,KGM-Q-29287,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29279,KGM-Q-29279,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29280,KGM-Q-29280,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29281,KGM-Q-29281,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-CB-3731,KGM-CB-3731,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,nee -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-JH-5071,KGM-JH-5071,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,nee -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-JH-5070,KGM-JH-5070,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20228,KGM-Q-20228,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,ja -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20408,KGM-Q-20408,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-OH-563,KGM-OH-563,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,ja -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29291,KGM-Q-29291,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20231,KGM-Q-20231,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29293,KGM-Q-29293,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29295,KGM-Q-29295,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-JH-5075,KGM-JH-5075,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29322,KGM-Q-29322,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29324,KGM-Q-29324,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-IB-4,KGM-IB-4,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,nee -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29338,KGM-Q-29338,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-JH-5087,KGM-JH-5087,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-20422,KGM-Q-20422,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,afvoergemaal -> NULL (fouten: 6),,,ja -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-JH-5086,KGM-JH-5086,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29337,KGM-Q-29337,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29328,KGM-Q-29328,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29315,KGM-Q-29315,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29316,KGM-Q-29316,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-S-2824,KGM-S-2824,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-S-2826,KGM-S-2826,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29329,KGM-Q-29329,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29326,KGM-Q-29326,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-J-913,KGM-J-913,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-JH-5069,KGM-JH-5069,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,,nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-X-2506,KGM-X-2506,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,nee -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
NL.WBHCODE.12.GEMAAL.KGM-Q-29332,KGM-Q-29332,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,NaT -> NULL (fouten: 1),<NA> -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,onderbemaling -> NULL (fouten: 6),,,nee -> NULL (fouten: 6),nan -> NULL (fouten: 1),NaT -> NULL (fouten: 1),,,,,,,(fouten: 2),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,nan -> NULL (fouten: 1),nan -> NULL (fouten: 1),,,,,,,False,0.0,0.0,False,False,True,1,2,0;1,0;1,,,aantal pompen = 0;capaciteit = 0,,,2025-06-06T08:52:12.186353
